Id;SalePrice;MSSubClass;LotArea;OverallQual;OverallCond;YearBuilt
2127;207271.485;60;8094;6;8;1910
2128;170030.8075;50;4347;6;8;1910
2129;148409.8065;30;6291;6;6;1930
2130;193850.614;70;10266;6;6;1952
2131;193808.3193;50;6876;6;6;1938
2132;166300.2354;50;10320;5;6;1915
2133;163474.6334;30;7200;6;7;1925
2134;177473.6066;50;7006;6;6;1925
2135;157443.9255;30;10320;5;8;1912
2136;180681.008;190;10320;3;3;1915
2137;183463.1703;20;9488;5;6;1947
2138;182481.7631;85;11235;5;6;1963
2139;193717.1512;80;13014;6;5;1978
2140;182782.551;20;10265;5;7;1967
2141;175530.6516;85;7703;6;8;1978
2142;177804.0579;20;9981;5;5;1967
2143;159448.6708;85;7400;5;5;1984
2144;181338.9767;190;12900;5;4;1920
2145;178553.5585;20;9239;5;8;1963
2146;162820.9283;20;14175;6;8;1956
2147;188832.48;190;10532;5;3;1960
2148;164682.1859;50;8375;5;7;1941
2149;181549.7359;80;10200;5;8;1970
2150;199158.097;20;20270;7;6;1979
2151;152889.521;50;5190;7;5;1948
2152;181150.5517;30;19550;5;7;1940
2153;181416.7324;20;9571;5;6;1956
2154;164391.2382;90;9350;5;5;1975
2155;185421.0465;60;9360;6;8;1962
2156;193981.3276;60;9771;6;5;1995
2157;178824.3248;20;9938;7;5;1994
2158;209270.0516;60;14171;7;5;1993
2159;177801.2668;80;10541;7;5;1996
2160;179053.7622;60;10616;7;5;2007
2161;178762.1706;20;9345;8;5;2007
2162;184655.3005;20;11778;9;5;2008
2163;191284.6558;20;11778;9;5;2008
2164;179598.0858;80;11454;8;5;1995
2165;167517.6281;20;11500;6;6;1966
2166;182873.9038;20;9750;5;7;1994
2167;177484.9137;20;8696;7;5;1997
2168;188444.5973;60;13142;6;5;1997
2169;179184.1538;60;8998;7;5;2000
2170;184365.1758;60;12192;7;5;2000
2171;184479.322;20;12250;5;6;1978
2172;182927.8639;20;9216;5;6;1975
2173;178611.6394;20;14330;5;6;1975
2174;181943.3436;60;10400;7;5;2001
2175;175080.6148;60;9720;9;5;2001
2176;190720.7946;20;14860;8;5;2002
2177;198422.8681;60;10905;7;5;2003
2178;184482.1131;60;11690;8;5;1999
2179;139214.9522;120;4426;6;5;2004
2180;169233.1136;90;10126;6;5;1997
2181;180664.1187;20;9750;7;5;2004
2182;178818.7426;20;11058;7;6;2007
2183;180422.05;20;9627;7;5;2007
2184;178601.9365;20;9825;5;5;1966
2185;183083.1598;85;12102;5;5;1976
2186;173163.1015;20;6500;6;6;1976
2187;185968.1612;80;9638;6;6;1977
2188;171226.0507;60;7200;6;7;1976
2189;281643.9761;20;47007;5;7;1959
2190;160031.7113;90;6012;4;5;1955
2191;162775.9798;90;6845;4;5;1955
2192;160735.446;190;6931;4;5;1955
2193;166646.109;50;12180;5;7;1938
2194;188384.5484;50;8050;5;8;1947
2195;165830.6973;20;9520;4;5;1953
2196;182138.3585;80;7692;4;6;1954
2197;171595.398;30;5142;4;7;1923
2198;160337.0792;30;7290;7;8;1921
2199;191215.0887;90;7804;6;7;1930
2200;166956.0932;70;8969;6;6;1926
2201;186581.8309;50;15564;6;6;1914
2202;176450.5486;70;7609;8;9;1925
2203;193743.1949;70;9650;6;3;1923
2204;198882.5661;50;11700;5;6;1937
2205;176385.1022;50;9260;5;4;1938
2206;162447.6393;20;7801;6;5;1951
2207;193782.5557;70;9670;8;6;1935
2208;183653.8909;50;12392;7;9;1950
2209;210578.6235;20;26073;5;5;1956
2210;158527.1641;160;1879;6;6;1980
2211;163081.0257;30;7000;6;8;1926
2212;174388.8674;50;6000;6;8;1940
2213;191905.8701;50;8155;5;7;1930
2214;174388.8674;80;6000;5;5;1967
2215;161642.7116;30;7392;5;7;1930
2216;186939.5072;50;9000;5;5;1958
2217;172482.1658;20;14584;1;5;1952
2218;159695.9998;70;5280;4;7;1895
2219;157230.3697;50;5150;4;7;1910
2220;179188.0899;70;9000;4;6;1920
2221;157972.8212;120;3843;8;5;2007
2222;156804.9514;120;3811;7;5;2004
2223;211491.9725;20;23730;7;5;1996
2224;186537.2462;60;11050;7;5;1996
2225;200468.1611;90;10260;5;4;1976
2226;182241.3404;20;9990;4;5;1991
2227;157342.2259;120;4084;7;6;1986
2228;182022.3871;20;11563;8;5;2006
2229;181244.5109;60;12852;8;5;2007
2230;178556.6716;80;9802;5;5;2006
2231;189547.1999;60;12018;7;5;2008
2232;187948.6517;20;12890;6;5;1989
2233;194107.2876;20;18265;6;5;1986
2234;183521.7104;20;11202;8;5;2003
2235;183682.1236;20;7915;6;5;1999
2236;178483.3531;20;11449;8;5;2007
2237;184003.8798;20;11447;8;5;2005
2238;171318.5903;90;8940;7;5;1997
2239;162039.7543;20;9278;5;5;2007
2240;154846.2522;120;4500;6;5;1997
2241;194822.3657;85;14137;4;5;1964
2242;169788.7388;120;4224;5;6;1975
2243;178891.5545;160;2665;5;7;1976
2244;152084.7724;180;1974;4;7;1973
2245;139169.8664;180;1596;4;6;1973
2246;192439.536;20;17979;5;6;1968
2247;161067.8598;160;1477;6;9;1970
2248;158762.6485;20;6490;5;7;1983
2249;175569.6904;20;6600;5;6;1982
2250;183659.795;20;12395;5;6;1984
2251;280618.1326;70;56600;5;1;1900
2252;180051.8092;20;10667;6;6;1971
2253;176519.1803;80;8872;6;5;1997
2254;179028.4292;80;10147;6;5;1994
2255;177161.5839;60;8637;6;5;1999
2256;180081.5088;60;7875;7;5;1996
2257;205895.2546;60;7500;6;5;1999
2258;183389.7813;20;9556;7;5;1992
2259;178543.6479;60;7655;6;5;1993
2260;194798.3205;20;18160;6;6;1964
2261;162845.6137;120;4740;8;5;1988
2262;148103.867;120;5118;8;5;1990
2263;201016.1711;60;12328;8;5;2005
2264;277936.1269;20;51974;9;5;2006
2265;249768.2798;190;41600;5;5;1969
2266;161596.0522;120;8035;9;5;2006
2267;158011.1149;20;14082;8;5;2006
2268;194089.6839;20;13870;10;5;2006
2269;181733.3369;20;10960;6;5;1984
2270;182852.3277;60;12090;7;7;1981
2271;189893.0031;20;12299;7;6;1978
2272;194650.211;60;11339;7;5;1979
2273;187904.4613;20;11850;6;6;1984
2274;171774.9256;20;10400;6;5;1979
2275;177998.6859;20;13001;6;5;1971
2276;175648.4843;80;8991;7;6;1976
2277;196918.0714;60;8000;6;6;1974
2278;184299.8381;20;9457;5;6;1970
2279;182379.8557;20;7920;5;5;1970
2280;184050.7258;20;17199;4;7;1961
2281;158296.976;120;4113;6;5;2001
2282;175053.3556;120;10943;6;5;1997
2283;162293.3761;160;2205;6;6;1973
2284;186328.88;160;2058;6;5;1973
2285;151422.1169;120;2304;7;7;1978
2286;181969.3587;20;7150;5;6;1966
2287;189122.677;20;12469;9;5;2006
2288;185645.4752;20;11825;8;5;2006
2289;182829.8981;20;14333;8;5;2007
2290;195848.7882;60;13641;9;5;2007
2291;198785.0596;60;13440;8;5;2006
2292;181676.1266;20;15431;10;5;2005
2293;194131.0127;20;13891;9;5;2007
2294;201416.0049;60;13654;9;5;2005
2295;185096.5772;20;17169;10;5;2007
2296;195158.9726;60;16659;8;5;2007
2297;184795.7837;60;9709;8;5;2007
2298;189168.2639;20;13615;9;5;2006
2299;216855.2601;60;13069;8;5;2004
2300;184946.6425;60;14277;8;5;2003
2301;189317.5128;60;12568;8;5;2007
2302;180803.2778;20;9926;7;5;2005
2303;175061.1859;20;9254;8;5;2005
2304;179074.8391;60;10732;8;5;2006
2305;145708.7643;120;3901;6;5;2005
2306;142398.0228;120;3903;6;5;2005
2307;161474.5349;120;6289;6;5;2005
2308;157025.9452;120;4590;8;5;2006
2309;163424.0378;120;7841;9;5;2005
2310;164692.7786;120;6240;8;5;2006
2311;152163.2444;120;3242;7;5;2003
2312;192383.2155;60;15810;6;5;2007
2313;182520.2303;60;10237;6;5;2005
2314;187254.5075;60;13204;7;5;2006
2315;176489.6597;60;8857;6;5;2006
2316;181520.4668;60;9729;6;5;2006
2317;186414.9782;20;12216;6;5;2005
2318;185197.7646;60;8229;6;5;2007
2319;178657.7941;60;7713;7;5;2007
2320;179731.198;20;7697;7;6;2007
2321;161748.2713;120;3621;8;5;2003
2322;158608.7491;20;3710;7;5;2007
2323;178807.3706;80;16219;7;5;2004
2324;184187.1588;80;11084;7;5;2004
2325;181686.104;20;10936;7;5;2006
2326;190311.0502;80;11950;7;5;2003
2327;192252.4964;60;7875;7;5;2003
2328;193954.8495;60;8740;7;5;2002
2329;181044.2016;60;9487;6;5;2000
2330;180258.1312;60;9649;6;5;1999
2331;199641.6573;60;12191;8;5;1997
2332;197530.7752;60;10557;9;5;1998
2333;191777.1969;60;11002;8;5;1998
2334;195779.543;60;10790;7;5;1998
2335;202112.0465;60;11762;8;5;1992
2336;192343.3481;60;9044;8;5;1996
2337;185191.3594;20;9910;7;6;2007
2338;186760.208;20;11830;8;5;2007
2339;177733.7819;20;10612;8;5;2006
2340;164430.3912;20;12291;10;5;2007
2341;185299.6016;20;9965;7;5;2007
2342;186414.0123;20;8847;8;5;2005
2343;176401.9211;20;8251;7;5;2005
2344;182381.3226;60;9605;7;5;2006
2345;176334.1847;60;8778;8;5;2006
2346;184901.7358;20;8640;8;5;2007
2347;180085.7669;20;9000;7;5;2006
2348;184901.7358;60;8640;8;5;2007
2349;183967.5615;60;10411;5;5;2007
2350;193046.3016;60;12217;8;5;2007
2351;168538.9695;20;10440;8;5;2007
2352;170157.842;20;11824;8;5;2006
2353;196559.7093;60;10625;6;5;2004
2354;177133.7094;20;7500;6;5;2006
2355;181553.2796;20;7500;7;5;2006
2356;185770.6066;20;12450;5;5;2003
2357;177017.5951;20;7441;7;5;2006
2358;184123.3585;60;11613;6;5;1993
2359;165970.3575;160;8012;6;5;1980
2360;158151.985;20;6285;5;5;1977
2361;177086.4764;20;7476;5;7;1968
2362;196373.8962;60;19522;7;5;1990
2363;172465.7071;20;10751;5;5;1974
2364;168590.7824;20;12712;6;7;1973
2365;158820.4742;120;4379;8;5;2004
2366;151611.3706;120;3523;8;5;2006
2367;152125.0286;120;3784;8;5;2006
2368;158404.0731;120;3606;7;5;2006
2369;160692.0786;120;5330;8;5;2006
2370;170175.2268;160;2280;6;5;1999
2371;169854.4366;160;2117;6;5;2000
2372;183410.7858;20;7321;7;5;1999
2373;180347.194;60;8010;8;5;2003
2374;178930.5284;60;8413;8;5;1998
2375;153346.2201;120;9466;8;5;1994
2376;182675.2043;20;12000;7;6;1980
2377;180770.6498;20;17778;8;5;1981
2378;188714.1481;20;11700;6;6;1968
2379;191393.6086;60;8000;6;6;1970
2380;174016.1575;85;8723;6;6;1969
2381;183189.6853;20;11700;6;5;1968
2382;183621.5088;20;11358;7;7;1972
2383;168991.2964;20;9547;7;6;1993
2384;185306.6507;60;10530;7;6;1993
2385;189030.6803;20;10738;6;7;1966
2386;179208.6657;20;10800;6;5;1963
2387;174901.4528;20;8050;5;6;1967
2388;168337.4065;90;10899;4;5;1964
2389;158234.9646;20;7450;5;5;1956
2390;179562.4534;20;14357;5;5;1961
2391;174176.3916;20;8243;5;7;1961
2392;173931.5318;20;8680;5;7;1960
2393;184111.7294;20;8800;7;6;1966
2394;179374.482;80;9200;6;5;1965
2395;207348.8119;60;8800;6;7;1964
2396;186983.4193;20;11382;6;5;1964
2397;206779.094;20;22002;6;7;1959
2398;177472.0747;45;12172;5;7;1940
2399;156727.9483;20;5000;3;3;1946
2400;157090.5685;50;3500;3;5;1945
2401;160387.0327;20;5175;5;8;1958
2402;172410.2801;20;9600;5;6;1955
2403;191603.3657;90;8668;5;5;1968
2404;182152.2072;85;10050;5;6;1966
2405;180161.6973;80;9600;6;5;1961
2406;169652.2353;20;8760;6;7;1957
2407;182503.5201;20;6860;5;6;1956
2408;179714.6307;20;8250;5;7;1963
2409;180282.5707;20;9100;5;5;1960
2410;192600.3381;20;9736;6;6;1957
2411;166115.4912;20;9770;5;5;1957
2412;186379.5535;20;12198;5;6;1955
2413;184361.9923;20;10050;5;5;1955
2414;186220.9655;20;11556;5;9;1953
2415;198176.4709;90;8078;5;5;1958
2416;168437.7765;20;10950;6;6;1952
2417;178003.5823;20;7942;6;7;1953
2418;179180.4692;20;8540;5;8;1956
2419;191930.5611;50;7150;4;4;1955
2420;175590.2662;20;8400;5;5;1955
2421;176713.1931;20;9532;4;6;1953
2422;180159.0909;20;15783;5;5;1952
2423;188090.1008;50;14190;4;7;1890
2424;186184.7177;50;12099;5;6;1953
2425;223055.5887;70;21281;5;4;1935
2426;158270.7531;50;10284;4;7;1925
2427;184733.1285;70;10800;5;9;1895
2428;199926.379;80;10090;7;5;1963
2429;175075.7852;20;8700;5;7;1961
2430;180917.9251;20;8300;6;6;1968
2431;182067.7606;20;7200;5;3;1950
2432;178238.6019;20;7500;5;7;1959
2433;173454.9446;20;7315;5;6;1958
2434;176821.9363;20;7903;5;5;1960
2435;183642.1913;20;8000;5;5;1960
2436;177254.5827;20;7000;5;6;1961
2437;168715.9501;20;6600;5;5;1962
2438;180096.9312;85;6760;5;5;1962
2439;160620.7282;30;6978;5;7;1926
2440;175286.5444;50;6000;6;6;1927
2441;153494.7833;30;4480;5;5;1922
2442;156407.6592;30;3153;5;6;1920
2443;162162.5252;30;7200;5;8;1940
2444;166809.8868;50;9000;5;8;1900
2445;172929.1564;50;5925;4;6;1900
2446;193514.3309;70;9639;4;8;1900
2447;181612.1416;70;10337;8;9;1910
2448;191745.3864;70;9863;6;6;1927
2449;171369.325;70;4571;5;7;1910
2450;184425.4706;50;8398;6;8;1910
2451;170563.2524;70;3600;5;7;1930
2452;184522.3692;75;13500;7;8;1879
2453;164968.9479;20;8626;4;6;1956
2454;157939.6216;80;11800;4;7;1949
2455;151520.3816;40;6854;5;7;1925
2456;176129.5087;50;8674;5;6;1950
2457;171112.979;50;6125;5;7;1939
2458;169762.0816;70;6000;6;6;1939
2459;162246.8289;45;6120;5;7;1939
2460;171339.3034;50;6240;6;5;1938
2461;189034.7537;50;6240;5;8;1939
2462;175758.8736;50;6240;5;7;1930
2463;163351.7215;50;6120;5;6;1926
2464;189806.5466;70;7755;6;8;1918
2465;175370.9909;50;8850;6;7;1920
2466;196895.5999;50;8550;5;5;1926
2467;176905.918;70;5700;7;6;1929
2468;176866.5572;45;5680;5;4;1901
2469;163590.6772;50;5680;5;3;1901
2470;212693.503;80;13200;6;6;1963
2471;192686.9317;60;9780;7;9;1950
2472;181578.685;50;10320;6;5;1915
2473;166475.4576;190;4330;4;6;1958
2474;185998.2552;50;10320;4;1;1910
2475;185527.7149;70;12888;7;8;1937
2476;159027.1182;190;4484;5;6;1942
2477;181169.6549;190;11235;5;5;1963
2478;176732.9153;85;11235;5;5;1964
2479;191619.2946;20;14299;4;3;1964
2480;189114.3038;80;14149;5;8;1964
2481;180934.6353;20;11677;5;4;1966
2482;164573.3722;190;8425;5;6;1971
2483;173902.0113;20;8665;5;5;1968
2484;165625.1277;20;8398;5;5;1967
2485;179555.2196;20;8169;5;7;1966
2486;196899.7207;20;14175;5;5;1956
2487;207566.1247;60;16779;5;4;1920
2488;163899.9811;50;6960;7;8;1940
2489;189179.4282;20;11375;6;5;1954
2490;193892.88;20;13770;5;6;1958
2491;178980.8743;20;9000;4;7;1945
2492;179749.8762;20;11075;6;5;1984
2493;197999.675;20;17541;5;7;1948
2494;203717.4703;20;22692;5;5;1953
2495;185249.2612;20;17808;4;5;1946
2496;201691.2083;20;12671;6;7;1954
2497;181956.5483;50;10512;6;6;1954
2498;171895.9363;20;5400;5;5;1958
2499;187245.1684;30;11515;4;5;1958
2500;157816.7746;120;3869;5;6;1984
2501;191702.9126;20;9280;5;6;1951
2502;198599.42;50;11100;5;6;1951
2503;187193.3137;50;7550;4;5;1920
2504;220514.994;50;23920;6;5;1984
2505;181814.5276;60;9317;7;5;1994
2506;183750.7554;20;9178;8;5;2007
2507;183000.4317;20;10481;8;5;2006
2508;185830.9719;20;10235;8;5;2007
2509;185497.8723;20;11750;7;5;2005
2510;179613.4377;20;8760;8;5;2006
2511;164454.968;20;7242;7;5;2005
2512;185127.2372;60;9316;7;5;2005
2513;178750.6138;60;8883;7;5;1988
2514;160927.6104;20;20064;8;6;1976
2515;192562.8081;20;14217;5;5;1994
2516;180990.2415;60;10021;6;6;1997
2517;180064.9415;20;8428;5;7;1994
2518;196070.9974;20;16561;5;5;1996
2519;180352.919;60;10820;7;5;1999
2520;183367.9538;60;12352;7;5;1998
2521;176734.8415;60;9543;7;5;2001
2522;180848.2208;60;8826;7;5;2000
2523;187806.0594;20;11800;5;5;1974
2524;180521.5264;80;8660;5;5;1976
2525;181502.7545;80;9720;5;7;1977
2526;174525.8794;20;8982;5;5;1977
2527;188927.9841;20;16300;5;4;1977
2528;184728.8704;20;9675;5;6;1975
2529;179857.9755;20;7200;5;5;1972
2530;180962.8681;20;7200;4;8;1972
2531;179194.0664;20;11354;7;5;2000
2532;179591.7893;60;8749;7;5;2003
2533;180638.4637;60;8158;7;5;2002
2534;185846.2151;20;11927;8;5;1994
2535;195174.0311;60;12728;8;5;2001
2536;192474.5683;60;15295;7;5;1996
2537;164200.5955;20;17227;8;5;1999
2538;178403.0941;60;8145;7;5;2007
2539;170774.8402;20;8769;7;5;2005
2540;179879.9459;20;8334;6;5;2006
2541;177668.1928;60;8333;7;5;2006
2542;180174.3286;60;9045;5;5;2005
2543;170643.3036;85;9825;5;5;1967
2544;165448.0043;20;8308;4;6;1963
2545;195531.7549;50;16287;5;6;1925
2546;165314.1777;20;8240;6;6;1960
2547;172532.7577;80;6285;6;6;1976
2548;203310.2181;90;9555;5;6;1979
2549;175090.0625;60;7023;5;5;2005
2550;230841.3386;20;39290;10;5;2008
2551;155225.1901;180;3675;6;5;2005
2552;168322.3424;20;6400;5;7;1959
2553;165956.2593;90;6882;4;3;1955
2554;193956.8176;90;8741;5;6;1946
2555;171070.3679;40;10042;6;8;1920
2556;166285.2436;20;8172;4;5;1955
2557;182875.8013;20;8172;4;5;1955
2558;218108.5368;90;10890;5;6;1923
2559;174378.7776;30;7223;5;5;1926
2560;164731.3164;50;6821;6;7;1921
2561;156969.6951;70;4000;7;8;1930
2562;173388.8543;70;6720;6;7;1921
2563;177559.6287;70;7155;6;8;1926
2564;194297.7893;70;7230;7;7;1927
2565;174894.5884;20;13108;5;5;1951
2566;196544.1441;50;7810;4;6;1930
2567;179036.1585;190;6221;5;5;1941
2568;211423.9865;20;25485;6;4;1960
2569;208156.3989;20;21579;6;6;1968
2570;159233.9413;160;1782;6;6;1980
2571;210820.1151;20;17871;4;5;1995
2572;140196.1098;120;3907;8;5;1988
2573;198678.4691;20;20693;7;5;1971
2574;186818.6108;20;18044;8;5;1986
2575;175044.7976;50;7000;6;7;1940
2576;180031.1629;50;7288;5;7;1925
2577;176889.1715;70;9060;5;6;1923
2578;159638.8562;30;3672;5;7;1922
2579;154287.2644;50;11067;2;4;1939
2580;191885.6182;190;8250;5;6;1895
2581;177503.3786;20;6565;4;6;1957
2582;166548.3168;30;6060;5;9;1930
2583;164475.1494;120;5568;8;5;2006
2584;167484.7449;85;12150;6;6;1979
2585;188683.1606;20;10000;5;5;2002
2586;162243.3995;20;12864;7;5;2002
2587;180807.2139;20;9928;7;5;1991
2588;176279.0796;80;8750;7;6;1975
2589;163438.9591;85;8410;6;6;1974
2590;161495.5394;120;4054;7;6;1987
2591;216032.3037;20;19958;6;8;1958
2592;176632.1815;20;8368;7;5;2006
2593;168743.0016;20;8298;8;5;2006
2594;183810.1185;20;10331;7;7;1985
2595;156794.3605;20;6718;8;5;2001
2596;169136.4301;20;11305;8;5;2002
2597;183203.3188;20;7777;6;5;1996
2598;213252.9269;60;11800;7;5;2003
2599;190550.3279;20;12633;10;5;2006
2600;234707.2099;20;43500;3;5;1953
2601;135751.3189;120;6710;6;5;1996
2602;164228.4589;160;1504;4;4;1972
2603;153219.437;180;1533;4;5;1970
2604;164210.7465;160;1495;4;6;1970
2605;163883.2291;160;1890;4;3;1976
2606;154892.7763;85;9129;5;5;1977
2607;197092.0873;80;15957;6;6;1977
2608;228148.3764;20;33983;5;6;1977
2609;178680.5875;60;8286;5;7;1977
2610;165643.3412;85;6723;5;7;1971
2611;222406.6427;20;27697;4;3;1961
2612;184021.8436;20;11000;5;6;1976
2613;170871.0949;20;11625;5;7;1983
2614;189562.8737;20;10447;5;6;1984
2615;170591.885;20;11027;6;5;1954
2616;172934.3517;20;10533;6;6;1956
2617;186425.0699;20;11765;5;5;1957
2618;218648.1311;20;39384;6;6;1957
2619;183035.6068;20;11727;7;6;1969
2620;178378.9061;60;8238;6;5;1997
2621;184516.7166;60;13041;6;5;1995
2622;181419.5253;60;9783;6;5;1996
2623;196858.9234;60;13128;8;5;2005
2624;189228.7015;60;13751;7;5;2005
2625;208973.3808;160;13108;8;5;1994
2626;180269.869;20;8076;6;6;1993
2627;159488.7137;120;3701;8;5;1987
2628;191490.2995;60;16023;9;5;2005
2629;228684.2451;60;18062;10;5;2006
2630;201842.9987;60;12292;9;5;2006
2631;209242.8229;60;16052;10;5;2006
2632;202357.6226;60;15922;9;5;2005
2633;168238.6122;120;8147;9;5;2005
2634;202524.1247;20;18261;9;5;2005
2635;170588.7719;85;10464;6;6;1980
2636;198375.3151;60;10530;7;5;1978
2637;170636.8279;85;9927;7;5;1976
2638;181991.0795;60;9512;7;5;2005
2639;183994.5425;80;10530;6;6;1975
2640;182951.4822;20;10000;6;6;1974
2641;174126.2972;20;7200;4;4;1971
2642;170575.4967;120;8773;6;5;2002
2643;175332.2399;160;2760;6;5;1973
2644;167522.0615;160;2160;5;6;1973
2645;168095.5837;160;1890;6;7;1972
2646;154406.4156;160;1680;6;5;1972
2647;170996.9733;160;1680;6;5;1972
2648;159056.8902;120;4043;6;5;1975
2649;181373.6165;20;7514;5;7;1967
2650;152272.561;120;2280;7;7;1976
2651;168664.3468;160;2179;6;5;1976
2652;211007.0083;60;16387;9;5;2006
2653;182909.515;20;16163;8;5;2004
2654;203926.8294;20;12228;7;5;2006
2655;179082.8254;20;14780;9;5;2005
2656;206260.0998;60;13975;9;5;2005
2657;181732.4434;60;9942;9;5;2005
2658;189698.7407;60;12867;8;5;2005
2659;203074.3468;60;10672;8;5;2006
2660;201670.6344;60;11643;8;5;2005
2661;173756.8126;20;13758;9;5;2005
2662;181387.0764;20;14828;9;5;2004
2663;184859.1553;60;13215;8;5;2004
2664;158313.6157;120;5911;9;5;2005
2665;151951.9554;20;7740;9;5;2006
2666;162537.527;120;6373;9;5;2006
2667;178998.3371;60;10237;6;5;2005
2668;186732.5849;60;10237;7;5;2006
2669;187323.3184;20;11660;6;5;2006
2670;199437.2328;60;11631;8;5;2004
2671;185546.6809;60;9073;7;5;2006
2672;161595.0158;120;3087;7;5;2006
2673;154672.4228;120;2938;7;5;2002
2674;159355.7101;120;3072;7;5;2004
2675;155919.0141;120;3010;7;5;2005
2676;182424.871;60;9171;7;5;2004
2677;178100.5896;60;8658;6;5;2000
2678;202577.9;60;12104;7;5;2006
2679;177862.7789;60;9660;8;5;1998
2680;182056.0247;60;9545;8;5;2000
2681;191403.1992;60;9233;9;5;2000
2682;196264.755;60;10019;8;5;1995
2683;209375.0034;60;17242;9;5;1993
2684;196691.8193;60;10236;8;5;1994
2685;192458.4315;60;12585;8;5;1993
2686;182242.8093;60;12447;8;5;2005
2687;183259.5039;20;15218;8;5;2006
2688;188108.2437;20;10936;8;5;2006
2689;171418.6402;20;8640;8;5;2006
2690;194698.8822;60;13162;9;5;2006
2691;174841.8401;60;8125;6;5;2005
2692;172965.4765;20;7733;6;5;2005
2693;189386.3237;20;11024;7;5;2005
2694;185682.6183;20;13072;6;5;2005
2695;176412.0127;60;7800;7;5;2005
2696;174976.4897;60;7632;7;5;2005
2697;180718.5817;60;8304;6;5;1997
2698;186131.1882;60;9370;6;5;1992
2699;165220.7864;120;7175;6;5;1990
2700;164115.8938;120;7175;6;5;1991
2701;182125.7291;60;9019;6;5;1994
2702;182285.1402;20;9100;5;4;1962
2703;196325.4422;90;8927;6;6;1977
2704;164865.2153;20;9240;5;6;1962
2705;182694.4922;20;9308;5;5;1965
2706;185425.4855;20;8450;5;6;1968
2707;171414.7041;20;8638;5;6;1963
2708;183433.4725;20;13052;5;6;1965
2709;176844.9812;20;8020;5;6;1964
2710;180568.1878;20;8789;5;6;1967
2711;185948.6255;80;14330;7;4;1974
2712;189388.2917;60;11025;8;5;1992
2713;142754.4892;120;3628;7;5;2004
2714;156106.8008;160;2544;7;5;2005
2715;155895.3976;160;2998;6;5;2000
2716;159851.9777;160;4447;7;5;2003
2717;185157.8323;60;8314;7;5;1997
2718;180716.2917;20;7180;8;5;2001
2719;176901.094;190;13110;5;6;1972
2720;181017.2225;20;10140;7;6;1967
2721;183269.1594;20;9600;5;5;1968
2722;193550.8301;60;8640;5;5;1968
2723;170625.8427;20;9360;6;7;1968
2724;182012.4059;85;8400;5;6;1968
2725;179162.5073;20;9759;5;5;1966
2726;183269.1594;80;9600;5;7;1967
2727;180589.8362;190;8800;6;7;1965
2728;181465.9352;20;10368;6;6;1964
2729;196053.0299;60;9350;5;6;1964
2730;183421.0203;20;10800;5;7;1960
2731;167926.8391;30;8550;6;8;1934
2732;168027.531;20;9724;5;7;1947
2733;182164.2669;20;9600;5;6;1961
2734;172469.0716;20;10858;5;6;1952
2735;181059.3743;20;9600;5;5;1951
2736;182997.5701;60;9462;5;6;1949
2737;166140.5042;20;9888;5;6;1954
2738;198515.5469;90;8917;5;5;1967
2739;193789.6485;80;12700;6;5;1964
2740;173550.0257;20;9723;6;7;1963
2741;176487.9432;20;8400;5;5;1957
2742;188813.3026;20;9610;6;6;1958
2743;178531.912;80;10000;5;6;1956
2744;182145.7315;20;10152;6;6;1956
2745;179196.465;20;8092;6;8;1954
2746;169618.3499;20;12778;5;6;1952
2747;170010.1687;20;10170;6;6;1951
2748;181739.6717;80;7700;5;7;1956
2749;172846.935;20;11050;5;5;1956
2750;195560.883;20;13600;5;6;1955
2751;180358.1143;20;15428;5;6;1951
2752;211817.7028;30;21299;7;5;1941
2753;176170.1287;20;13300;5;5;1956
2754;234492.2483;190;22136;5;5;1925
2755;182450.9565;50;7500;6;6;1947
2756;174902.0681;30;10410;3;8;1930
2757;173684.1743;30;10914;3;3;1929
2758;147196.6737;50;7008;4;8;1900
2759;175231.1897;70;7200;6;8;1915
2760;193417.6474;50;10818;4;4;1910
2761;183313.6012;80;10184;6;5;1963
2762;180882.2508;20;9510;6;5;1962
2763;186735.698;20;10800;6;6;1961
2764;172922.8654;20;11650;7;5;1959
2765;202551.6772;60;18275;7;8;1962
2766;190485.6341;50;12144;4;6;1950
2767;173439.4936;90;8544;3;4;1950
2768;196613.5988;90;8512;5;5;1960
2769;178152.2597;20;7000;5;4;1961
2770;174519.9048;20;7400;7;6;1962
2771;172627.7969;20;7000;5;6;1962
2772;173732.6895;190;7000;5;5;1962
2773;209219.8448;70;9856;5;8;1900
2774;181059.3743;50;9600;5;6;1948
2775;188515.443;50;5520;4;6;1920
2776;182164.2669;50;9600;6;8;1900
2777;188137.9016;70;6451;7;7;1900
2778;158893.5431;70;3960;7;8;1930
2779;189579.6507;190;7745;4;6;1900
2780;165229.8035;30;7741;6;5;1924
2781;162186.0712;30;5633;5;7;1925
2782;166374.8799;20;7200;4;5;1950
2783;161665.185;70;7614;3;5;1905
2784;175079.3288;190;6000;5;7;1955
2785;203840.874;50;6000;5;7;1924
2786;152129.0789;30;7830;3;5;1921
2787;181012.1414;50;9576;6;7;1945
2788;161305.535;30;5747;3;4;1920
2789;203326.393;75;6300;7;6;1910
2790;168385.5711;90;5976;5;7;1920
2791;183564.3652;20;9750;5;5;1958
2792;163784.6194;50;4761;3;3;1918
2793;171989.1922;70;11737;6;7;1924
